instant_id,date,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,hr,traffic_density
4282,2011-07-02,3,0,7,0,6,0,1,0.64,0.6061,0.65,0.0,10,35,45,7.0,Sepi
4283,2011-07-02,3,0,7,0,6,0,1,0.68,0.6364,0.57,0.0,38,94,132,8.0,Sedang
4284,2011-07-02,3,0,7,0,6,0,1,0.74,0.6667,0.51,0.0896,55,124,179,9.0,Sedang
4285,2011-07-02,3,0,7,0,6,0,1,0.8,0.7121,0.36,0.0,103,168,271,10.0,Ramai
4286,2011-07-02,3,0,7,0,6,0,1,0.8,0.7121,0.36,0.0896,144,213,357,11.0,Ramai
4287,2011-07-02,3,0,7,0,6,0,1,0.82,0.7121,0.3,0.1343,142,232,374,12.0,Ramai
4288,2011-07-02,3,0,7,0,6,0,1,0.82,0.7121,0.3,0.1045,178,226,404,13.0,Ramai
4289,2011-07-02,3,0,7,0,6,0,1,0.84,0.7121,0.2,0.0,177,215,392,14.0,Ramai
4290,2011-07-02,3,0,7,0,6,0,1,0.86,0.7273,0.19,0.1642,168,163,331,15.0,Ramai
4291,2011-07-02,3,0,7,0,6,0,1,0.88,0.7424,0.22,0.2239,206,192,398,16.0,Ramai
4292,2011-07-02,3,0,7,0,6,0,1,0.84,0.7273,0.3,0.2239,179,170,349,17.0,Ramai
4293,2011-07-02,3,0,7,0,6,0,1,0.82,0.7121,0.3,0.2836,193,190,383,18.0,Ramai
4294,2011-07-02,3,0,7,0,6,0,1,0.8,0.697,0.33,0.2239,156,149,305,19.0,Ramai
4295,2011-07-02,3,0,7,0,6,0,1,0.76,0.6818,0.45,0.2836,136,148,284,20.0,Ramai
4296,2011-07-02,3,0,7,0,6,0,1,0.74,0.6667,0.48,0.194,95,137,232,21.0,Ramai
4297,2011-07-02,3,0,7,0,6,0,1,0.72,0.6667,0.51,0.1642,78,123,201,22.0,Ramai
4298,2011-07-02,3,0,7,0,6,0,1,0.72,0.6667,0.54,0.2836,66,88,154,23.0,Sedang
4299,2011-07-03,3,0,7,0,0,0,1,0.7,0.6515,0.58,0.2239,47,97,144,0.0,Sedang
4300,2011-07-03,3,0,7,0,0,0,2,0.7,0.6515,0.61,0.1642,23,55,78,1.0,Sedang
4301,2011-07-03,3,0,7,0,0,0,1,0.7,0.6515,0.58,0.194,19,50,69,2.0,Sedang
4302,2011-07-03,3,0,7,0,0,0,3,0.68,0.6364,0.65,0.0896,8,25,33,3.0,Sepi
4303,2011-07-03,3,0,7,0,0,0,3,0.68,0.6364,0.65,0.0896,3,2,5,4.0,Sepi
4304,2011-07-03,3,0,7,0,0,0,3,0.62,0.5758,0.83,0.194,0,1,1,5.0,Sepi
4305,2011-07-03,3,0,7,0,0,0,2,0.62,0.5455,0.94,0.0896,0,3,3,6.0,Sepi
4306,2011-07-03,3,0,7,0,0,0,2,0.64,0.5758,0.89,0.194,3,22,25,7.0,Sepi
4307,2011-07-03,3,0,7,0,0,0,1,0.68,0.6364,0.79,0.2239,39,53,92,8.0,Sedang
4308,2011-07-03,3,0,7,0,0,0,1,0.7,0.6667,0.74,0.2537,82,99,181,9.0,Sedang
4309,2011-07-03,3,0,7,0,0,0,1,0.74,0.697,0.66,0.1642,131,133,264,10.0,Ramai
4310,2011-07-03,3,0,7,0,0,0,1,0.76,0.7121,0.62,0.1045,215,175,390,11.0,Ramai
4311,2011-07-03,3,0,7,0,0,0,1,0.8,0.7576,0.55,0.1045,198,206,404,12.0,Ramai
4312,2011-07-03,3,0,7,0,0,0,1,0.8,0.7727,0.59,0.2239,248,173,421,13.0,Ramai
4313,2011-07-03,3,0,7,0,0,0,1,0.82,0.7879,0.56,0.2537,225,150,375,14.0,Ramai
4314,2011-07-03,3,0,7,0,0,0,1,0.84,0.803,0.53,0.2985,194,182,376,15.0,Ramai
4315,2011-07-03,3,0,7,0,0,0,1,0.84,0.803,0.53,0.2985,195,219,414,16.0,Ramai
4316,2011-07-03,3,0,7,0,0,0,3,0.8,0.7424,0.49,0.8507,181,177,358,17.0,Ramai
4317,2011-07-03,3,0,7,0,0,0,3,0.8,0.7424,0.49,0.8507,74,107,181,18.0,Sedang
4318,2011-07-03,3,0,7,0,0,0,2,0.66,0.6061,0.83,0.194,100,83,183,19.0,Sedang
4319,2011-07-03,3,0,7,0,0,0,3,0.66,0.6061,0.83,0.0,83,93,176,20.0,Sedang
4320,2011-07-03,3,0,7,0,0,0,2,0.66,0.6061,0.83,0.1642,75,92,167,21.0,Sedang
4321,2011-07-03,3,0,7,0,0,0,2,0.66,0.6061,0.78,0.1045,69,93,162,22.0,Sedang
4322,2011-07-03,3,0,7,0,0,0,1,0.64,0.5758,0.83,0.1642,70,77,147,23.0,Sedang
4323,2011-07-04,3,0,7,1,1,0,1,0.64,0.5758,0.83,0.1343,63,77,140,0.0,Sedang
4324,2011-07-04,3,0,7,1,1,0,1,0.64,0.5758,0.83,0.0896,43,76,119,1.0,Sedang
4325,2011-07-04,3,0,7,1,1,0,1,0.64,0.5758,0.83,0.0,33,30,63,2.0,Sedang
4326,2011-07-04,3,0,7,1,1,0,1,0.64,0.5909,0.78,0.0,13,13,26,3.0,Sepi
4327,2011-07-04,3,0,7,1,1,0,2,0.66,0.6061,0.78,0.0896,8,4,12,4.0,Sepi
4328,2011-07-04,3,0,7,1,1,0,2,0.64,0.5758,0.83,0.1343,1,3,4,5.0,Sepi
4329,2011-07-04,3,0,7,1,1,0,1,0.64,0.5758,0.89,0.1642,5,11,16,6.0,Sepi
4330,2011-07-04,3,0,7,1,1,0,1,0.66,0.6061,0.83,0.1343,17,19,36,7.0,Sepi
4331,2011-07-04,3,0,7,1,1,0,1,0.7,0.6667,0.74,0.1045,42,44,86,8.0,Sedang
4332,2011-07-04,3,0,7,1,1,0,2,0.72,0.6818,0.66,0.0896,142,96,238,9.0,Ramai
4333,2011-07-04,3,0,7,1,1,0,2,0.76,0.697,0.55,0.0896,166,114,280,10.0,Ramai
4334,2011-07-04,3,0,7,1,1,0,2,0.76,0.697,0.55,0.0896,177,172,349,11.0,Ramai
4335,2011-07-04,3,0,7,1,1,0,2,0.78,0.7121,0.52,0.0,237,210,447,12.0,Ramai
4336,2011-07-04,3,0,7,1,1,0,2,0.78,0.7121,0.49,0.0,242,181,423,13.0,Ramai
4337,2011-07-04,3,0,7,1,1,0,1,0.8,0.7273,0.46,0.0,235,173,408,14.0,Ramai
4338,2011-07-04,3,0,7,1,1,0,1,0.82,0.7424,0.43,0.0896,224,184,408,15.0,Ramai
4339,2011-07-04,3,0,7,1,1,0,1,0.82,0.7424,0.41,0.0,236,216,452,16.0,Ramai
4340,2011-07-04,3,0,7,1,1,0,1,0.8,0.7273,0.46,0.0,240,196,436,17.0,Ramai
4341,2011-07-04,3,0,7,1,1,0,1,0.8,0.7273,0.46,0.1343,222,196,418,18.0,Ramai
4342,2011-07-04,3,0,7,1,1,0,2,0.78,0.7121,0.49,0.1642,170,205,375,19.0,Ramai
4343,2011-07-04,3,0,7,1,1,0,2,0.76,0.697,0.55,0.1045,195,191,386,20.0,Ramai
4344,2011-07-04,3,0,7,1,1,0,2,0.74,0.6818,0.62,0.1045,195,262,457,21.0,Ramai
4345,2011-07-04,3,0,7,1,1,0,2,0.74,0.6818,0.62,0.1343,115,211,326,22.0,Ramai
4346,2011-07-04,3,0,7,1,1,0,2,0.72,0.6818,0.7,0.1045,44,94,138,23.0,Sedang
4347,2011-07-05,3,0,7,0,2,1,2,0.7,0.6515,0.65,0.1642,19,36,55,0.0,Sedang
4348,2011-07-05,3,0,7,0,2,1,1,0.7,0.6515,0.65,0.1045,15,24,39,1.0,Sepi
4349,2011-07-05,3,0,7,0,2,1,1,0.66,0.6212,0.74,0.0896,8,5,13,2.0,Sepi
4350,2011-07-05,3,0,7,0,2,1,1,0.66,0.6212,0.74,0.2239,1,7,8,3.0,Sepi
4351,2011-07-05,3,0,7,0,2,1,1,0.66,0.6212,0.69,0.1642,1,4,5,4.0,Sepi
4352,2011-07-05,3,0,7,0,2,1,1,0.66,0.6212,0.69,0.0,1,19,20,5.0,Sepi
4353,2011-07-05,3,0,7,0,2,1,1,0.66,0.6212,0.74,0.0896,3,91,94,6.0,Sedang
4354,2011-07-05,3,0,7,0,2,1,1,0.7,0.6515,0.65,0.0896,22,248,270,7.0,Ramai
4355,2011-07-05,3,0,7,0,2,1,1,0.72,0.6818,0.62,0.1343,41,391,432,8.0,Ramai
4356,2011-07-05,3,0,7,0,2,1,1,0.74,0.6818,0.58,0.1343,50,177,227,9.0,Ramai
4357,2011-07-05,3,0,7,0,2,1,1,0.76,0.697,0.52,0.1045,55,84,139,10.0,Sedang
4358,2011-07-05,3,0,7,0,2,1,1,0.78,0.697,0.46,0.1045,75,97,172,11.0,Sedang
4359,2011-07-05,3,0,7,0,2,1,1,0.8,0.7273,0.43,0.1045,71,130,201,12.0,Ramai
4360,2011-07-05,3,0,7,0,2,1,1,0.82,0.7424,0.43,0.1045,67,136,203,13.0,Ramai
4361,2011-07-05,3,0,7,0,2,1,1,0.8,0.7424,0.49,0.1642,66,112,178,14.0,Sedang
4362,2011-07-05,3,0,7,0,2,1,1,0.82,0.7424,0.43,0.0,51,111,162,15.0,Sedang
4363,2011-07-05,3,0,7,0,2,1,1,0.82,0.7576,0.46,0.1045,79,202,281,16.0,Ramai
4364,2011-07-05,3,0,7,0,2,1,1,0.82,0.7576,0.46,0.1045,79,466,545,17.0,Ramai
4365,2011-07-05,3,0,7,0,2,1,1,0.8,0.7576,0.55,0.1642,70,426,496,18.0,Ramai
4366,2011-07-05,3,0,7,0,2,1,1,0.8,0.7727,0.59,0.1343,71,297,368,19.0,Ramai
4367,2011-07-05,3,0,7,0,2,1,1,0.76,0.7273,0.66,0.1045,59,225,284,20.0,Ramai
4368,2011-07-05,3,0,7,0,2,1,1,0.78,0.7424,0.62,0.2537,77,168,245,21.0,Ramai
4369,2011-07-05,3,0,7,0,2,1,1,0.76,0.7273,0.66,0.2239,31,124,155,22.0,Sedang
4370,2011-07-05,3,0,7,0,2,1,1,0.74,0.697,0.66,0.1642,19,54,73,23.0,Sedang
4371,2011-07-06,3,0,7,0,3,1,1,0.72,0.697,0.74,0.194,11,26,37,0.0,Sepi
4372,2011-07-06,3,0,7,0,3,1,1,0.7,0.6667,0.74,0.1343,4,11,15,1.0,Sepi
4373,2011-07-06,3,0,7,0,3,1,1,0.7,0.6667,0.79,0.0896,1,4,5,2.0,Sepi
4374,2011-07-06,3,0,7,0,3,1,1,0.7,0.6667,0.79,0.0,0,6,6,3.0,Sepi
4375,2011-07-06,3,0,7,0,3,1,2,0.68,0.6364,0.83,0.0896,0,6,6,4.0,Sepi
4376,2011-07-06,3,0,7,0,3,1,1,0.68,0.6364,0.83,0.0896,5,30,35,5.0,Sepi
4377,2011-07-06,3,0,7,0,3,1,1,0.7,0.6667,0.79,0.0896,9,112,121,6.0,Sedang
4378,2011-07-06,3,0,7,0,3,1,2,0.72,0.697,0.79,0.0,24,288,312,7.0,Ramai
4379,2011-07-06,3,0,7,0,3,1,2,0.72,0.697,0.74,0.1045,31,397,428,8.0,Ramai
4380,2011-07-06,3,0,7,0,3,1,3,0.7,0.6667,0.79,0.194,31,158,189,9.0,Sedang
4381,2011-07-06,3,0,7,0,3,1,3,0.7,0.6667,0.79,0.0896,13,30,43,10.0,Sepi
4382,2011-07-06,3,0,7,0,3,1,2,0.72,0.697,0.74,0.0,24,103,127,11.0,Sedang
4383,2011-07-06,3,0,7,0,3,1,2,0.74,0.697,0.66,0.0896,38,114,152,12.0,Sedang
4384,2011-07-06,3,0,7,0,3,1,2,0.74,0.697,0.7,0.1045,33,107,140,13.0,Sedang
4385,2011-07-06,3,0,7,0,3,1,1,0.76,0.7273,0.66,0.2836,50,113,163,14.0,Sedang
4386,2011-07-06,3,0,7,0,3,1,1,0.76,0.7273,0.7,0.2836,55,130,185,15.0,Sedang
4387,2011-07-06,3,0,7,0,3,1,1,0.76,0.7273,0.7,0.2537,57,218,275,16.0,Ramai
4388,2011-07-06,3,0,7,0,3,1,1,0.78,0.7424,0.59,0.2239,79,517,596,17.0,Ramai
4389,2011-07-06,3,0,7,0,3,1,1,0.76,0.7121,0.62,0.194,77,486,563,18.0,Ramai
4390,2011-07-06,3,0,7,0,3,1,1,0.74,0.697,0.7,0.2239,71,323,394,19.0,Ramai
4391,2011-07-06,3,0,7,0,3,1,1,0.72,0.697,0.74,0.2537,55,257,312,20.0,Ramai
4392,2011-07-06,3,0,7,0,3,1,1,0.7,0.6667,0.79,0.194,66,175,241,21.0,Ramai
4393,2011-07-06,3,0,7,0,3,1,1,0.7,0.6667,0.79,0.194,30,156,186,22.0,Sedang
4394,2011-07-06,3,0,7,0,3,1,1,0.68,0.6364,0.83,0.2239,20,78,98,23.0,Sedang
4395,2011-07-07,3,0,7,0,4,1,1,0.66,0.5909,0.89,0.1343,6,29,35,0.0,Sepi
4396,2011-07-07,3,0,7,0,4,1,1,0.66,0.5909,0.89,0.194,2,14,16,1.0,Sepi
4397,2011-07-07,3,0,7,0,4,1,1,0.66,0.5909,0.89,0.194,1,7,8,2.0,Sepi
4398,2011-07-07,3,0,7,0,4,1,1,0.64,0.5606,0.94,0.1045,2,2,4,3.0,Sepi
4399,2011-07-07,3,0,7,0,4,1,1,0.64,0.5758,0.89,0.1045,0,4,4,4.0,Sepi
4400,2011-07-07,3,0,7,0,4,1,1,0.64,0.5758,0.89,0.1045,2,30,32,5.0,Sepi
4401,2011-07-07,3,0,7,0,4,1,2,0.64,0.5758,0.89,0.1343,11,107,118,6.0,Sedang
4402,2011-07-07,3,0,7,0,4,1,2,0.66,0.5909,0.89,0.1045,13,279,292,7.0,Ramai
4403,2011-07-07,3,0,7,0,4,1,2,0.7,0.6667,0.79,0.194,28,415,443,8.0,Ramai
4404,2011-07-07,3,0,7,0,4,1,1,0.74,0.697,0.7,0.1642,25,154,179,9.0,Sedang
4405,2011-07-07,3,0,7,0,4,1,1,0.78,0.7424,0.62,0.0,29,72,101,10.0,Sedang
4406,2011-07-07,3,0,7,0,4,1,1,0.82,0.7727,0.52,0.1343,30,112,142,11.0,Sedang
4407,2011-07-07,3,0,7,0,4,1,1,0.84,0.7727,0.41,0.0,32,139,171,12.0,Sedang
4408,2011-07-07,3,0,7,0,4,1,1,0.86,0.7879,0.41,0.0,48,107,155,13.0,Sedang
4409,2011-07-07,3,0,7,0,4,1,1,0.86,0.7879,0.41,0.2537,39,121,160,14.0,Sedang
4410,2011-07-07,3,0,7,0,4,1,1,0.86,0.7879,0.41,0.2537,47,119,166,15.0,Sedang
4411,2011-07-07,3,0,7,0,4,1,1,0.86,0.7727,0.39,0.2239,47,218,265,16.0,Ramai
4412,2011-07-07,3,0,7,0,4,1,1,0.86,0.7576,0.36,0.2537,80,489,569,17.0,Ramai
4413,2011-07-07,3,0,7,0,4,1,1,0.84,0.7576,0.44,0.2985,70,492,562,18.0,Ramai
4414,2011-07-07,3,0,7,0,4,1,1,0.82,0.7727,0.52,0.2836,79,286,365,19.0,Ramai
4415,2011-07-07,3,0,7,0,4,1,1,0.76,0.7121,0.58,0.3582,61,224,285,20.0,Ramai
4416,2011-07-07,3,0,7,0,4,1,1,0.74,0.6818,0.62,0.1642,39,170,209,21.0,Ramai
4417,2011-07-07,3,0,7,0,4,1,1,0.74,0.6818,0.62,0.1642,32,150,182,22.0,Sedang
4418,2011-07-07,3,0,7,0,4,1,1,0.72,0.6818,0.66,0.0,31,98,129,23.0,Sedang
4419,2011-07-08,3,0,7,0,5,1,1,0.74,0.697,0.66,0.1045,6,41,47,0.0,Sepi
4420,2011-07-08,3,0,7,0,5,1,1,0.72,0.697,0.79,0.0,9,25,34,1.0,Sepi
4421,2011-07-08,3,0,7,0,5,1,2,0.7,0.6667,0.74,0.1642,10,12,22,2.0,Sepi
4422,2011-07-08,3,0,7,0,5,1,1,0.68,0.6364,0.79,0.1045,2,4,6,3.0,Sepi
4423,2011-07-08,3,0,7,0,5,1,1,0.7,0.6667,0.79,0.2537,7,4,11,4.0,Sepi
4424,2011-07-08,3,0,7,0,5,1,1,0.68,0.6364,0.79,0.2537,3,24,27,5.0,Sepi
4425,2011-07-08,3,0,7,0,5,1,1,0.7,0.6667,0.74,0.1045,11,91,102,6.0,Sedang
4426,2011-07-08,3,0,7,0,5,1,2,0.7,0.6667,0.79,0.194,30,302,332,7.0,Ramai
4427,2011-07-08,3,0,7,0,5,1,2,0.72,0.697,0.74,0.2537,36,421,457,8.0,Ramai
4428,2011-07-08,3,0,7,0,5,1,2,0.76,0.7273,0.7,0.2985,30,211,241,9.0,Ramai
4429,2011-07-08,3,0,7,0,5,1,2,0.74,0.697,0.7,0.3582,30,108,138,10.0,Sedang
4430,2011-07-08,3,0,7,0,5,1,2,0.74,0.7121,0.74,0.2537,61,104,165,11.0,Sedang
4431,2011-07-08,3,0,7,0,5,1,2,0.76,0.7273,0.7,0.2836,49,164,213,12.0,Ramai
4432,2011-07-08,3,0,7,0,5,1,2,0.78,0.7576,0.66,0.2836,54,175,229,13.0,Ramai
4433,2011-07-08,3,0,7,0,5,1,2,0.8,0.7879,0.63,0.3582,53,163,216,14.0,Ramai
4434,2011-07-08,3,0,7,0,5,1,2,0.8,0.7879,0.63,0.3582,39,102,141,15.0,Sedang
4435,2011-07-08,3,0,7,0,5,1,3,0.68,0.6364,0.83,0.4478,27,105,132,16.0,Sedang
4436,2011-07-08,3,0,7,0,5,1,3,0.66,0.5909,0.89,0.4478,6,161,167,17.0,Sedang
4437,2011-07-08,3,0,7,0,5,1,1,0.66,0.6061,0.83,0.0896,35,281,316,18.0,Ramai
4438,2011-07-08,3,0,7,0,5,1,1,0.66,0.6061,0.83,0.0896,45,225,270,19.0,Ramai
4439,2011-07-08,3,0,7,0,5,1,1,0.66,0.6061,0.83,0.1642,30,220,250,20.0,Ramai
4440,2011-07-08,3,0,7,0,5,1,2,0.66,0.6061,0.83,0.2537,46,158,204,21.0,Ramai
4441,2011-07-08,3,0,7,0,5,1,2,0.66,0.6061,0.78,0.194,33,136,169,22.0,Sedang
4442,2011-07-08,3,0,7,0,5,1,2,0.66,0.6061,0.78,0.0896,40,111,151,23.0,Sedang
4443,2011-07-09,3,0,7,0,6,0,2,0.66,0.6061,0.83,0.1343,31,90,121,0.0,Sedang
4444,2011-07-09,3,0,7,0,6,0,2,0.64,0.5758,0.89,0.1045,5,48,53,1.0,Sedang
4445,2011-07-09,3,0,7,0,6,0,1,0.64,0.5758,0.89,0.1642,12,43,55,2.0,Sedang
4446,2011-07-09,3,0,7,0,6,0,1,0.64,0.5758,0.89,0.1343,7,23,30,3.0,Sepi
4447,2011-07-09,3,0,7,0,6,0,1,0.64,0.5758,0.83,0.2239,2,4,6,4.0,Sepi
4448,2011-07-09,3,0,7,0,6,0,2,0.62,0.5606,0.88,0.1642,4,11,15,5.0,Sepi
4449,2011-07-09,3,0,7,0,6,0,2,0.64,0.5758,0.83,0.194,11,27,38,6.0,Sepi
4450,2011-07-09,3,0,7,0,6,0,1,0.66,0.6061,0.78,0.194,21,50,71,7.0,Sedang
4451,2011-07-09,3,0,7,0,6,0,1,0.7,0.6515,0.7,0.2537,68,114,182,8.0,Sedang
4452,2011-07-09,3,0,7,0,6,0,1,0.74,0.6818,0.58,0.2836,77,170,247,9.0,Ramai
4453,2011-07-09,3,0,7,0,6,0,1,0.76,0.697,0.52,0.1642,87,177,264,10.0,Ramai
4454,2011-07-09,3,0,7,0,6,0,1,0.78,0.697,0.46,0.2985,101,189,290,11.0,Ramai
4455,2011-07-09,3,0,7,0,6,0,1,0.8,0.7273,0.46,0.2537,145,221,366,12.0,Ramai
4456,2011-07-09,3,0,7,0,6,0,1,0.82,0.7424,0.41,0.2239,167,249,416,13.0,Ramai
4457,2011-07-09,3,0,7,0,6,0,1,0.84,0.7424,0.36,0.1343,158,215,373,14.0,Ramai
4458,2011-07-09,3,0,7,0,6,0,1,0.84,0.7273,0.34,0.0896,182,220,402,15.0,Ramai
4459,2011-07-09,3,0,7,0,6,0,1,0.82,0.7273,0.38,0.0,171,245,416,16.0,Ramai
4460,2011-07-09,3,0,7,0,6,0,1,0.84,0.7273,0.32,0.0,160,241,401,17.0,Ramai
4461,2011-07-09,3,0,7,0,6,0,1,0.82,0.7273,0.36,0.1045,132,246,378,18.0,Ramai
4462,2011-07-09,3,0,7,0,6,0,1,0.76,0.697,0.55,0.1642,128,178,306,19.0,Ramai
4463,2011-07-09,3,0,7,0,6,0,1,0.76,0.7121,0.58,0.2239,129,185,314,20.0,Ramai
4464,2011-07-09,3,0,7,0,6,0,1,0.74,0.6818,0.58,0.1642,83,155,238,21.0,Ramai
4465,2011-07-09,3,0,7,0,6,0,1,0.72,0.6818,0.62,0.1642,60,154,214,22.0,Ramai
4466,2011-07-09,3,0,7,0,6,0,1,0.72,0.6667,0.58,0.194,47,93,140,23.0,Sedang
4467,2011-07-10,3,0,7,0,0,0,1,0.7,0.6515,0.61,0.1642,42,112,154,0.0,Sedang
4468,2011-07-10,3,0,7,0,0,0,1,0.7,0.6515,0.61,0.1343,19,94,113,1.0,Sedang
4469,2011-07-10,3,0,7,0,0,0,1,0.68,0.6364,0.69,0.0896,28,68,96,2.0,Sedang
4470,2011-07-10,3,0,7,0,0,0,1,0.66,0.6212,0.74,0.0896,6,19,25,3.0,Sepi
4471,2011-07-10,3,0,7,0,0,0,1,0.66,0.6212,0.69,0.0896,0,5,5,4.0,Sepi
4472,2011-07-10,3,0,7,0,0,0,1,0.66,0.6212,0.74,0.0,7,10,17,5.0,Sepi
4473,2011-07-10,3,0,7,0,0,0,1,0.64,0.5909,0.78,0.0896,8,17,25,6.0,Sepi
4474,2011-07-10,3,0,7,0,0,0,1,0.7,0.6515,0.7,0.0896,27,38,65,7.0,Sedang
4475,2011-07-10,3,0,7,0,0,0,1,0.72,0.6818,0.66,0.0,27,65,92,8.0,Sedang
4476,2011-07-10,3,0,7,0,0,0,1,0.74,0.697,0.66,0.0896,62,107,169,9.0,Sedang
4477,2011-07-10,3,0,7,0,0,0,1,0.76,0.697,0.55,0.1343,95,173,268,10.0,Ramai
4478,2011-07-10,3,0,7,0,0,0,1,0.78,0.7273,0.55,0.194,110,177,287,11.0,Ramai
4479,2011-07-10,3,0,7,0,0,0,1,0.82,0.7576,0.46,0.2836,133,244,377,12.0,Ramai
4480,2011-07-10,3,0,7,0,0,0,1,0.8,0.7273,0.46,0.2985,139,228,367,13.0,Ramai
4481,2011-07-10,3,0,7,0,0,0,1,0.82,0.7424,0.41,0.3284,122,227,349,14.0,Ramai
4482,2011-07-10,3,0,7,0,0,0,1,0.84,0.7424,0.39,0.2836,142,219,361,15.0,Ramai
4483,2011-07-10,3,0,7,0,0,0,1,0.84,0.7576,0.41,0.2836,128,244,372,16.0,Ramai
4484,2011-07-10,3,0,7,0,0,0,1,0.84,0.7424,0.36,0.2239,146,217,363,17.0,Ramai
4485,2011-07-10,3,0,7,0,0,0,1,0.82,0.7424,0.43,0.2836,141,222,363,18.0,Ramai
4486,2011-07-10,3,0,7,0,0,0,1,0.8,0.7424,0.49,0.3284,120,183,303,19.0,Ramai
4487,2011-07-10,3,0,7,0,0,0,1,0.76,0.697,0.55,0.194,101,167,268,20.0,Ramai
4488,2011-07-10,3,0,7,0,0,0,1,0.74,0.6818,0.62,0.2537,65,162,227,21.0,Ramai
4489,2011-07-10,3,0,7,0,0,0,1,0.74,0.697,0.66,0.2239,56,87,143,22.0,Sedang
4490,2011-07-10,3,0,7,0,0,0,1,0.72,0.6818,0.66,0.2537,19,53,72,23.0,Sedang
4491,2011-07-11,3,0,7,0,1,1,1,0.7,0.6515,0.65,0.194,10,25,35,0.0,Sepi
4492,2011-07-11,3,0,7,0,1,1,1,0.7,0.6515,0.61,0.2836,5,5,10,1.0,Sepi
4493,2011-07-11,3,0,7,0,1,1,1,0.7,0.6515,0.61,0.2239,8,4,12,2.0,Sepi
4494,2011-07-11,3,0,7,0,1,1,1,0.68,0.6364,0.65,0.1642,2,8,10,3.0,Sepi
4495,2011-07-11,3,0,7,0,1,1,1,0.66,0.6212,0.74,0.2239,0,4,4,4.0,Sepi
4496,2011-07-11,3,0,7,0,1,1,1,0.66,0.6212,0.74,0.1343,5,21,26,5.0,Sepi
4497,2011-07-11,3,0,7,0,1,1,1,0.68,0.6364,0.74,0.194,19,102,121,6.0,Sedang
4498,2011-07-11,3,0,7,0,1,1,1,0.7,0.6667,0.74,0.2537,28,289,317,7.0,Ramai
4499,2011-07-11,3,0,7,0,1,1,1,0.74,0.697,0.66,0.2836,35,385,420,8.0,Ramai
4500,2011-07-11,3,0,7,0,1,1,1,0.78,0.7424,0.59,0.2985,41,167,208,9.0,Ramai
4501,2011-07-11,3,0,7,0,1,1,1,0.8,0.7576,0.55,0.3582,44,73,117,10.0,Sedang
4502,2011-07-11,3,0,7,0,1,1,1,0.82,0.7879,0.56,0.2985,39,89,128,11.0,Sedang
4503,2011-07-11,3,0,7,0,1,1,1,0.84,0.803,0.53,0.2836,40,108,148,12.0,Sedang
4504,2011-07-11,3,0,7,0,1,1,1,0.86,0.8182,0.5,0.2537,22,119,141,13.0,Sedang
4505,2011-07-11,3,0,7,0,1,1,1,0.86,0.8333,0.53,0.2836,40,94,134,14.0,Sedang
4506,2011-07-11,3,0,7,0,1,1,1,0.86,0.8485,0.56,0.4179,38,108,146,15.0,Sedang
4507,2011-07-11,3,0,7,0,1,1,1,0.86,0.8485,0.56,0.3881,57,182,239,16.0,Ramai
4508,2011-07-11,3,0,7,0,1,1,1,0.86,0.8485,0.56,0.4179,59,455,514,17.0,Ramai
4509,2011-07-11,3,0,7,0,1,1,1,0.86,0.8333,0.53,0.3881,57,415,472,18.0,Ramai
4510,2011-07-11,3,0,7,0,1,1,1,0.84,0.8333,0.59,0.3284,80,293,373,19.0,Ramai
4511,2011-07-11,3,0,7,0,1,1,1,0.72,0.697,0.74,0.4179,42,194,236,20.0,Ramai
4512,2011-07-11,3,0,7,0,1,1,1,0.7,0.6667,0.79,0.4179,21,109,130,21.0,Sedang
4513,2011-07-11,3,0,7,0,1,1,1,0.72,0.697,0.74,0.1343,20,70,90,22.0,Sedang
4514,2011-07-11,3,0,7,0,1,1,1,0.7,0.6667,0.79,0.1343,11,44,55,23.0,Sedang
4515,2011-07-12,3,0,7,0,2,1,1,0.7,0.6667,0.79,0.1343,3,19,22,0.0,Sepi
4516,2011-07-12,3,0,7,0,2,1,1,0.7,0.6667,0.79,0.0896,6,8,14,1.0,Sepi
4517,2011-07-12,3,0,7,0,2,1,1,0.7,0.6667,0.79,0.1045,2,7,9,2.0,Sepi
4518,2011-07-12,3,0,7,0,2,1,2,0.7,0.6667,0.79,0.0,2,6,8,3.0,Sepi
4519,2011-07-12,3,0,7,0,2,1,1,0.7,0.6667,0.79,0.1642,0,6,6,4.0,Sepi
4520,2011-07-12,3,0,7,0,2,1,1,0.7,0.6667,0.79,0.0896,4,21,25,5.0,Sepi
4521,2011-07-12,3,0,7,0,2,1,1,0.74,0.6818,0.58,0.2239,13,102,115,6.0,Sedang
4522,2011-07-12,3,0,7,0,2,1,1,0.76,0.697,0.55,0.194,29,301,330,7.0,Ramai
4523,2011-07-12,3,0,7,0,2,1,1,0.76,0.7121,0.58,0.2239,35,382,417,8.0,Ramai
4524,2011-07-12,3,0,7,0,2,1,1,0.78,0.7273,0.55,0.4925,27,149,176,9.0,Sedang
4525,2011-07-12,3,0,7,0,2,1,1,0.82,0.7727,0.52,0.1642,38,85,123,10.0,Sedang
4526,2011-07-12,3,0,7,0,2,1,1,0.82,0.7727,0.52,0.1642,39,86,125,11.0,Sedang
